company,item,calories,calories_from_fat,total_fat,saturated_fat,trans_fat,cholesterol,sodium,carbs,fiber,sugar,protein,weight_watcher_points
McDonald’s,Iced Coffee– Vanilla (Small),130.0,50.0,5.0,3.5,0.0,20.0,40.0,21.0,0.0,21.0,1.0,153.5
McDonald’s,Iced Coffee– Vanilla (Medium),190.0,70.0,8.0,5.0,0.0,30.0,60.0,29.0,0.0,28.0,2.0,221.0
McDonald’s,Iced Coffee– Vanilla (Large),270.0,100.0,11.0,7.0,0.0,40.0,80.0,43.0,0.0,43.0,2.0,318.0
McDonald’s,Iced Coffee with Sugar Free Vanilla Syrup (Small),60.0,50.0,5.0,3.5,0.0,20.0,70.0,8.0,0.0,1.0,1.0,63.5
McDonald’s,Iced Coffee with Sugar Free Vanilla Syrup (Medium),90.0,70.0,8.0,5.0,0.0,30.0,100.0,11.0,0.0,2.0,2.0,95.0
McDonald’s,Iced Coffee with Sugar Free Vanilla Syrup (Large),120.0,100.0,11.0,7.0,0.0,40.0,140.0,16.0,0.0,2.0,2.0,127.0
McDonald’s,Sweet Tea (Child),110.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,0.0,27.0,0.0,137.0
McDonald’s,Sweet Tea (Large),280.0,0.0,0.0,0.0,0.0,0.0,15.0,69.0,0.0,69.0,1.0,348.0
McDonald’s,Sweet Tea (Medium),180.0,0.0,0.0,0.0,0.0,0.0,10.0,45.0,0.0,45.0,1.0,224.0
McDonald’s,Sweet Tea (Small),150.0,0.0,0.0,0.0,0.0,0.0,10.0,36.0,0.0,36.0,1.0,185.0
McDonald’s,Nonfat Cappuccino (Small),60.0,0.0,0.0,0.0,0.0,5.0,85.0,9.0,0.0,9.0,6.0,63.0
McDonald’s,Nonfat Cappuccino (Medium),80.0,0.0,0.0,0.0,0.0,5.0,110.0,12.0,0.0,12.0,8.0,84.0
McDonald’s,Nonfat Cappuccino (Large),90.0,0.0,0.0,0.0,0.0,5.0,130.0,13.0,0.0,13.0,9.0,94.0
McDonald’s,Nonfat Latte (Small),90.0,0.0,0.0,0.0,0.0,5.0,115.0,13.0,0.0,13.0,9.0,94.0
McDonald’s,Nonfat Latte (Medium),110.0,0.0,0.0,0.0,0.0,5.0,140.0,15.0,0.0,15.0,10.0,115.0
McDonald’s,Nonfat Latte (Large),120.0,0.0,0.0,0.0,0.0,5.0,160.0,18.0,0.0,18.0,12.0,126.0
McDonald’s,Nonfat Caramel Cappuccino (Small),150.0,0.0,0.0,0.0,0.0,5.0,120.0,33.0,0.0,32.0,5.0,177.0
McDonald’s,Nonfat Caramel Cappuccino (Medium),190.0,0.0,0.0,0.0,0.0,5.0,150.0,41.0,0.0,41.0,6.0,225.0
McDonald’s,Nonfat Caramel Cappuccino (Large),230.0,0.0,0.0,0.0,0.0,5.0,180.0,49.0,0.0,49.0,7.0,272.0
McDonald’s,Nonfat Caramel Latte (Small),170.0,0.0,0.0,0.0,0.0,5.0,150.0,36.0,0.0,36.0,7.0,199.0
McDonald’s,Nonfat Caramel Latte (Medium),220.0,0.0,0.0,0.0,0.0,5.0,180.0,45.0,0.0,45.0,9.0,256.0
McDonald’s,Nonfat Caramel Latte (Large),260.0,0.0,0.0,0.0,0.0,5.0,220.0,53.0,0.0,53.0,10.0,303.0
McDonald’s,Nonfat Hazelnut Cappuccino (Small),150.0,0.0,0.0,0.0,0.0,5.0,70.0,34.0,0.0,34.0,5.0,179.0
McDonald’s,Nonfat Hazelnut Cappuccino (Medium),190.0,0.0,0.0,0.0,0.0,5.0,90.0,43.0,0.0,43.0,6.0,227.0
McDonald’s,Nonfat Hazelnut Cappuccino (Large),230.0,0.0,0.0,0.0,0.0,5.0,100.0,51.0,0.0,51.0,7.0,274.0
McDonald’s,Nonfat Hazelnut Latte (Small),180.0,0.0,0.0,0.0,0.0,5.0,95.0,37.0,0.0,37.0,7.0,210.0
McDonald’s,Nonfat Hazelnut Latte (Medium),220.0,0.0,0.0,0.0,0.0,5.0,115.0,46.0,0.0,46.0,9.0,257.0
McDonald’s,Nonfat Hazelnut Latte (Large),260.0,0.0,0.0,0.0,0.0,5.0,135.0,55.0,0.0,55.0,10.0,305.0
McDonald’s,Nonfat Vanilla Cappuccino (Small),150.0,0.0,0.0,0.0,0.0,5.0,70.0,34.0,0.0,34.0,5.0,179.0
McDonald’s,Nonfat Vanilla Cappuccino (Medium),190.0,0.0,0.0,0.0,0.0,5.0,90.0,42.0,0.0,42.0,6.0,226.0
McDonald’s,Nonfat Vanilla Cappuccino (Large),230.0,0.0,0.0,0.0,0.0,5.0,100.0,51.0,0.0,51.0,7.0,274.0
McDonald’s,Nonfat Vanilla Latte (Small),180.0,0.0,0.0,0.0,0.0,5.0,95.0,37.0,0.0,37.0,7.0,210.0
McDonald’s,Nonfat Vanilla Latte (Medium),220.0,0.0,0.0,0.0,0.0,5.0,115.0,46.0,0.0,46.0,9.0,257.0
McDonald’s,Nonfat Vanilla Latte (Large),260.0,0.0,0.0,0.0,0.0,5.0,135.0,55.0,0.0,55.0,10.0,305.0
McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Small),50.0,0.0,0.0,0.0,0.0,5.0,100.0,15.0,0.0,8.0,5.0,53.0
McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Medium),70.0,0.0,0.0,0.0,0.0,5.0,130.0,19.0,0.0,10.0,7.0,73.0
McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Large),80.0,0.0,0.0,0.0,0.0,5.0,150.0,22.0,0.0,11.0,8.0,83.0
McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Small),80.0,0.0,0.0,0.0,0.0,5.0,130.0,18.0,0.0,11.0,7.0,84.0
McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Medium),90.0,0.0,0.0,0.0,0.0,5.0,160.0,22.0,0.0,13.0,9.0,94.0
McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Large),110.0,0.0,0.0,0.0,0.0,5.0,190.0,27.0,0.0,15.0,11.0,114.0
McDonald’s,Mocha with Nonfat Milk (Small),240.0,45.0,5.0,3.0,0.0,5.0,130.0,41.0,0.0,34.0,7.0,270.0
McDonald’s,Mocha with Nonfat Milk (Medium),280.0,50.0,6.0,3.5,0.0,10.0,160.0,50.0,0.0,42.0,8.0,317.5
McDonald’s,Mocha with Nonfat Milk (Large),330.0,50.0,6.0,3.5,0.0,10.0,190.0,58.0,0.0,50.0,10.0,373.5
McDonald’s,Hot Chocolate with Nonfat Milk (Small),250.0,45.0,5.0,3.0,0.0,10.0,140.0,43.0,0.0,37.0,8.0,282.0
McDonald’s,Hot Chocolate with Nonfat Milk (Medium),310.0,50.0,6.0,3.5,0.0,10.0,190.0,55.0,0.0,47.0,11.0,349.5
McDonald’s,Hot Chocolate with Nonfat Milk (Large),390.0,50.0,6.0,3.5,0.0,10.0,250.0,68.0,0.0,59.0,16.0,436.5
McDonald’s,Iced Nonfat Latte (Small),50.0,0.0,0.0,0.0,0.0,5.0,70.0,7.0,0.0,7.0,5.0,52.0
McDonald’s,Iced Nonfat Latte (Medium),60.0,0.0,0.0,0.0,0.0,5.0,90.0,9.0,0.0,9.0,6.0,63.0
McDonald’s,Iced Nonfat Latte (Large),70.0,0.0,0.0,0.0,0.0,5.0,105.0,11.0,0.0,11.0,7.0,74.0
McDonald’s,Iced Nonfat Caramel Latte (Small),140.0,0.0,0.0,0.0,0.0,0.0,105.0,30.0,0.0,30.0,3.0,167.0
McDonald’s,Iced Nonfat Caramel Latte (Medium),150.0,0.0,0.0,0.0,0.0,5.0,120.0,32.0,0.0,32.0,5.0,177.0
McDonald’s,Iced Nonfat Caramel Latte (Large),190.0,0.0,0.0,0.0,0.0,5.0,150.0,40.0,0.0,40.0,6.0,224.0
McDonald’s,Iced Nonfat Hazelnut Latte (Small),140.0,0.0,0.0,0.0,0.0,0.0,50.0,32.0,0.0,32.0,3.0,169.0
McDonald’s,Iced Nonfat Hazelnut Latte (Medium),150.0,0.0,0.0,0.0,0.0,5.0,70.0,33.0,0.0,33.0,5.0,178.0
McDonald’s,Iced Nonfat Hazelnut Latte (Large),190.0,0.0,0.0,0.0,0.0,5.0,80.0,42.0,0.0,42.0,6.0,226.0
McDonald’s,Iced Nonfat Vanilla Latte (Small),140.0,0.0,0.0,0.0,0.0,0.0,50.0,31.0,0.0,31.0,3.0,168.0
McDonald’s,Iced Nonfat Vanilla Latte (Medium),150.0,0.0,0.0,0.0,0.0,5.0,70.0,33.0,0.0,33.0,5.0,178.0
McDonald’s,Iced Nonfat Vanilla Latte (Large),190.0,0.0,0.0,0.0,0.0,5.0,85.0,41.0,0.0,41.0,6.0,225.0
McDonald’s,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Small),40.0,0.0,0.0,0.0,0.0,0.0,85.0,13.0,0.0,5.0,4.0,41.0
McDonald’s,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Medium),50.0,0.0,0.0,0.0,0.0,5.0,100.0,14.0,0.0,6.0,5.0,51.0
McDonald’s,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Large),60.0,0.0,0.0,0.0,0.0,5.0,130.0,19.0,0.0,8.0,6.0,62.0
McDonald’s,Iced Mocha with Nonfat Milk (Medium),270.0,70.0,8.0,4.5,0.0,10.0,140.0,43.0,0.0,35.0,7.0,302.5
McDonald’s,Iced Nonfat Caramel Mocha (Large),300.0,60.0,6.0,4.0,0.0,10.0,230.0,49.0,0.0,45.0,11.0,338.0
McDonald’s,Iced Nonfat Caramel Mocha (Medium),240.0,60.0,6.0,4.0,0.0,10.0,190.0,37.0,0.0,34.0,9.0,269.0
McDonald’s,Iced Nonfat Caramel Mocha (Small),200.0,50.0,6.0,4.0,0.0,10.0,140.0,29.0,0.0,26.0,6.0,224.0
McDonald’s,Nonfat Caramel Mocha (Large),280.0,35.0,4.0,2.5,0.0,10.0,260.0,49.0,0.0,46.0,12.0,316.5
McDonald’s,Nonfat Caramel Mocha (Medium),240.0,35.0,4.0,2.5,0.0,5.0,200.0,41.0,0.0,38.0,9.0,271.5
McDonald’s,Nonfat Caramel Mocha (Small),200.0,35.0,4.0,2.5,0.0,5.0,170.0,34.0,0.0,31.0,8.0,225.5
McDonald’s,Cappuccino (Small),120.0,60.0,7.0,4.0,0.0,20.0,85.0,9.0,0.0,9.0,6.0,127.0
McDonald’s,Cappuccino (Medium),140.0,70.0,8.0,4.5,0.0,25.0,105.0,11.0,0.0,11.0,8.0,147.5
McDonald’s,Cappuccino (Large),180.0,90.0,10.0,6.0,0.0,30.0,130.0,13.0,0.0,13.0,9.0,190.0
McDonald’s,Latte (Small) ,150.0,70.0,8.0,4.5,0.0,25.0,105.0,11.0,0.0,11.0,8.0,157.5
McDonald’s,Latte (Medium),180.0,90.0,10.0,6.0,0.0,30.0,130.0,13.0,0.0,13.0,10.0,189.0
McDonald’s,Latte (Large),210.0,100.0,11.0,7.0,0.0,35.0,150.0,16.0,0.0,16.0,11.0,222.0
McDonald’s,Caramel Cappuccino (Small),200.0,45.0,5.0,3.0,0.0,15.0,125.0,32.0,0.0,32.0,5.0,230.0
McDonald’s,Caramel Cappuccino (Medium),240.0,50.0,6.0,3.5,0.0,20.0,150.0,41.0,0.0,40.0,6.0,277.5
McDonald’s,Caramel Cappuccino (Large),290.0,70.0,8.0,4.5,0.0,25.0,190.0,49.0,0.0,49.0,8.0,335.5
McDonald’s,Caramel Latte (Small),230.0,60.0,7.0,4.0,0.0,20.0,140.0,35.0,0.0,35.0,7.0,262.0
McDonald’s,Caramel Latte (Medium),280.0,70.0,8.0,4.5,0.0,25.0,170.0,43.0,0.0,43.0,8.0,319.5
McDonald’s,Caramel Latte (Large),330.0,80.0,9.0,5.0,0.0,30.0,210.0,52.0,0.0,51.0,9.0,377.0
McDonald’s,Hazelnut Cappuccino (Small),200.0,45.0,5.0,3.0,0.0,15.0,70.0,34.0,0.0,34.0,5.0,232.0
McDonald’s,Hazelnut Cappuccino (Medium),240.0,50.0,6.0,3.5,0.0,20.0,85.0,42.0,0.0,42.0,6.0,279.5
McDonald’s,Hazelnut Cappuccino (Large),290.0,70.0,8.0,4.5,0.0,25.0,105.0,51.0,0.0,51.0,7.0,338.5
McDonald’s,Hazelnut Latte (Small),230.0,60.0,7.0,4.0,0.0,20.0,90.0,36.0,0.0,36.0,7.0,263.0
McDonald’s,Hazelnut Latte (Medium),280.0,70.0,8.0,4.5,0.0,25.0,110.0,45.0,0.0,45.0,8.0,321.5
McDonald’s,Hazelnut Latte (Large),330.0,80.0,9.0,5.0,0.0,30.0,130.0,53.0,0.0,53.0,9.0,379.0
McDonald’s,Vanilla Cappuccino (Small),200.0,45.0,5.0,3.0,0.0,15.0,70.0,34.0,0.0,34.0,5.0,232.0
McDonald’s,Vanilla Cappuccino (Medium),240.0,50.0,6.0,3.5,0.0,20.0,85.0,42.0,0.0,42.0,6.0,279.5
McDonald’s,Vanilla Cappuccino (Large),290.0,70.0,8.0,4.5,0.0,25.0,105.0,51.0,0.0,51.0,7.0,338.5
McDonald’s,Vanilla Latte (Small),230.0,60.0,7.0,4.0,0.0,20.0,90.0,36.0,0.0,36.0,7.0,263.0
McDonald’s,Vanilla Latte (Medium),280.0,70.0,8.0,4.5,0.0,25.0,110.0,44.0,0.0,44.0,8.0,320.5
McDonald’s,Vanilla Latte (Large),330.0,80.0,9.0,5.0,0.0,30.0,130.0,53.0,0.0,53.0,9.0,379.0
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Small),100.0,50.0,5.0,3.0,0.0,15.0,105.0,15.0,0.0,7.0,5.0,105.0
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Medium),120.0,60.0,6.0,3.5,0.0,20.0,130.0,18.0,0.0,9.0,6.0,126.5
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Large),150.0,70.0,8.0,4.5,0.0,25.0,160.0,22.0,0.0,11.0,8.0,157.5
McDonald’s,Latte with Sugar Free Vanilla Syrup (Small),130.0,60.0,7.0,4.0,0.0,20.0,125.0,17.0,0.0,10.0,7.0,137.0
McDonald’s,Latte with Sugar Free Vanilla Syrup (Medium),160.0,70.0,8.0,5.0,0.0,25.0,150.0,21.0,0.0,11.0,8.0,168.0
McDonald’s,Latte with Sugar Free Vanilla Syrup (Large),180.0,90.0,10.0,6.0,0.0,30.0,180.0,25.0,0.0,13.0,10.0,189.0
McDonald’s,Mocha (Small),280.0,100.0,11.0,6.0,0.0,20.0,125.0,40.0,0.0,33.0,6.0,313.0
McDonald’s,Mocha (Medium),330.0,110.0,12.0,7.0,0.0,25.0,150.0,48.0,0.0,41.0,7.0,371.0
McDonald’s,Mocha (Large),400.0,130.0,14.0,8.0,0.5,30.0,190.0,58.0,0.0,49.0,10.0,447.0
McDonald’s,Hot Chocolate (Small),300.0,110.0,12.0,7.0,0.0,25.0,135.0,41.0,0.0,35.0,8.0,334.0
McDonald’s,Hot Chocolate (Medium),380.0,130.0,15.0,9.0,0.5,30.0,170.0,53.0,0.0,45.0,10.0,424.0
McDonald’s,Hot Chocolate (Large),460.0,160.0,18.0,10.0,0.5,40.0,220.0,63.0,0.0,54.0,13.0,511.0
McDonald’s,Iced Latte (Small),80.0,40.0,4.5,2.5,0.0,15.0,65.0,6.0,0.0,6.0,4.0,84.5
McDonald’s,Iced Latte (Medium),100.0,50.0,6.0,3.5,0.0,15.0,80.0,8.0,0.0,8.0,6.0,105.5
McDonald’s,Iced Latte (Large),140.0,70.0,8.0,4.5,0.0,25.0,105.0,10.0,0.0,10.0,7.0,147.5
McDonald’s,Iced Caramel Latte (Small),160.0,25.0,3.0,1.5,0.0,10.0,100.0,29.0,0.0,29.0,3.0,187.5
McDonald’s,Iced Caramel Latte (Medium),180.0,40.0,4.5,2.5,0.0,15.0,120.0,31.0,0.0,31.0,4.0,209.5
McDonald’s,Iced Caramel Latte (Large),230.0,50.0,6.0,3.5,0.0,15.0,150.0,40.0,0.0,40.0,6.0,267.5
McDonald’s,Iced Hazelnut Latte (Small),160.0,25.0,3.0,1.5,0.0,10.0,45.0,31.0,0.0,31.0,3.0,189.5
McDonald’s,Iced Hazelnut Latte (Medium),180.0,40.0,4.5,2.5,0.0,15.0,65.0,33.0,0.0,33.0,4.0,211.5
McDonald’s,Iced Hazelnut Latte (Large),230.0,50.0,6.0,3.5,0.0,15.0,85.0,41.0,0.0,41.0,6.0,268.5
McDonald’s,Iced Vanilla Latte (Small),160.0,25.0,3.0,1.5,0.0,10.0,45.0,31.0,0.0,31.0,3.0,189.5
McDonald’s,Iced Vanilla Latte (Medium),190.0,40.0,4.5,2.5,0.0,15.0,70.0,33.0,0.0,33.0,5.0,220.5
McDonald’s,Iced Vanilla Latte (Large),230.0,50.0,6.0,3.5,0.0,15.0,85.0,41.0,0.0,41.0,6.0,268.5
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Small),60.0,30.0,3.0,2.0,0.0,10.0,80.0,12.0,0.0,4.0,3.0,63.0
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Medium),90.0,40.0,5.0,3.0,0.0,15.0,105.0,14.0,0.0,6.0,5.0,94.0
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Large),110.0,50.0,6.0,3.5,0.0,15.0,130.0,19.0,0.0,8.0,6.0,115.5
McDonald’s,Iced Mocha (Medium),310.0,120.0,13.0,8.0,0.0,25.0,140.0,42.0,0.0,35.0,7.0,346.0
McDonald’s,Caramel Mocha (Large),360.0,130.0,14.0,8.0,0.5,35.0,220.0,47.0,0.0,46.0,10.0,404.0
McDonald’s,Caramel Mocha (Medium),290.0,100.0,12.0,7.0,0.0,25.0,180.0,39.0,0.0,38.0,8.0,327.0
McDonald’s,Caramel Mocha (Small),250.0,90.0,11.0,6.0,0.0,25.0,150.0,33.0,0.0,31.0,7.0,280.0
McDonald’s,Iced Caramel Mocha (Large),380.0,140.0,16.0,9.0,0.5,35.0,210.0,48.0,0.0,46.0,10.0,425.0
McDonald’s,Iced Caramel Mocha (Medium),300.0,120.0,14.0,8.0,0.0,30.0,160.0,36.0,0.0,33.0,8.0,333.0
McDonald’s,Iced Caramel Mocha (Small),240.0,100.0,12.0,7.0,0.0,25.0,130.0,29.0,0.0,26.0,6.0,267.0
McDonald’s,Frappe Caramel (Small),450.0,180.0,20.0,13.0,1.0,55.0,135.0,61.0,0.0,57.0,6.0,514.0
McDonald’s,Frappe Caramel (Medium),550.0,220.0,24.0,15.0,1.0,70.0,160.0,76.0,0.0,71.0,8.0,628.0
McDonald’s,Frappe Caramel (Large),680.0,260.0,29.0,18.0,1.5,85.0,200.0,94.0,0.0,88.0,10.0,776.0
McDonald’s,Frappe Mocha (Small),450.0,180.0,20.0,13.0,1.0,55.0,130.0,62.0,1.0,56.0,7.0,512.0
McDonald’s,Frappe Mocha (Medium),560.0,210.0,24.0,15.0,1.0,65.0,160.0,78.0,1.0,70.0,8.0,637.0
McDonald’s,Frappe Mocha (Large),680.0,250.0,28.0,18.0,1.0,80.0,200.0,96.0,1.0,87.0,10.0,775.0
McDonald’s,Strawberry Banana Smoothie (Large),330.0,10.0,1.0,0.5,0.0,5.0,55.0,77.0,4.0,70.0,3.0,397.5
McDonald’s,Strawberry Banana Smoothie (Medium),260.0,5.0,1.0,0.0,0.0,5.0,40.0,60.0,3.0,54.0,2.0,312.0
McDonald’s,Strawberry Banana Smoothie (Small),210.0,5.0,0.5,0.0,0.0,5.0,35.0,49.0,2.0,44.0,2.0,252.0
McDonald’s,Wild Berry Smoothie (Large),320.0,10.0,1.0,0.5,0.0,5.0,45.0,75.0,4.0,69.0,3.0,386.5
McDonald’s,Wild Berry Smoothie (Medium),260.0,5.0,1.0,0.0,0.0,5.0,35.0,60.0,4.0,55.0,3.0,312.0
McDonald’s,Wild Berry Smoothie (Small),210.0,5.0,0.5,0.0,0.0,5.0,30.0,48.0,3.0,44.0,2.0,252.0
Burger King,Whopper® Sandwich,660.0,360.0,40.0,12.0,1.5,90.0,980.0,49.0,2.0,11.0,28.0,655.0
Burger King,Whopper® Sandwich with Cheese,740.0,420.0,46.0,16.0,2.0,115.0,1340.0,50.0,2.0,11.0,32.0,735.0
Burger King,Bacon & Cheese Whopper® Sandwich,790.0,460.0,51.0,17.0,2.0,125.0,1560.0,50.0,2.0,11.0,35.0,783.0
Burger King,Double Whopper® Sandwich,900.0,520.0,58.0,20.0,3.0,175.0,1050.0,49.0,2.0,11.0,48.0,883.0
Burger King,Double Whopper® Sandwich with Cheese,980.0,580.0,64.0,24.0,3.0,195.0,1410.0,50.0,2.0,11.0,52.0,963.0
Burger King,Triple Whopper® Sandwich,1130.0,680.0,75.0,28.0,4.0,255.0,1120.0,49.0,2.0,11.0,67.0,1102.0
Burger King,Triple Whopper® Sandwich with Cheese,1220.0,740.0,82.0,32.0,4.5,280.0,1470.0,50.0,2.0,11.0,71.0,1192.0
Burger King,Whopper JR.® Sandwich,310.0,160.0,18.0,5.0,0.5,40.0,390.0,27.0,1.0,7.0,13.0,309.0
Burger King,Bacon King Sandwich,1150.0,710.0,79.0,31.0,3.5,240.0,2150.0,49.0,2.0,10.0,61.0,1130.0
Burger King,Cheddar Bacon King Sandwich,1190.0,750.0,84.0,33.0,3.5,235.0,1930.0,50.0,2.0,11.0,64.0,1170.0
Burger King,Single Quarter Pound King Sandwich,580.0,260.0,29.0,13.0,1.5,105.0,1310.0,49.0,2.0,10.0,32.0,571.0
Burger King,Double Quarter Pound King Sandwich,900.0,480.0,54.0,25.0,3.0,210.0,1740.0,50.0,2.0,11.0,56.0,880.0
Burger King,Single Stacker King,700.0,380.0,42.0,16.0,2.0,125.0,1360.0,48.0,1.0,10.0,35.0,691.0
Burger King,Double Stacker King,1050.0,610.0,68.0,28.0,3.5,235.0,1870.0,49.0,1.0,11.0,61.0,1028.0
Burger King,IMPOSSIBLE Whopper® Sandwich,630.0,310.0,34.0,11.0,0.0,10.0,1080.0,58.0,4.0,12.0,25.0,628.0
Burger King,Hamburger,240.0,90.0,10.0,3.5,0.5,35.0,380.0,26.0,1.0,6.0,13.0,237.0
Burger King,Cheeseburger,280.0,120.0,13.0,6.0,0.5,45.0,560.0,27.0,1.0,7.0,15.0,278.0
Burger King,Double Hamburger,350.0,160.0,18.0,7.0,1.0,70.0,410.0,26.0,1.0,6.0,21.0,342.0
Burger King,Double Cheeseburger,390.0,190.0,21.0,9.0,1.5,85.0,590.0,27.0,1.0,7.0,23.0,383.0
Burger King,Extra Long Cheeseburger,630.0,330.0,37.0,14.0,1.5,100.0,1050.0,45.0,2.0,9.0,29.0,624.0
Burger King,Bacon Cheeseburger,320.0,140.0,16.0,7.0,0.5,55.0,710.0,27.0,1.0,7.0,17.0,317.0
Burger King,Bacon Double Cheeseburger,420.0,210.0,24.0,10.0,1.5,90.0,740.0,27.0,1.0,7.0,25.0,412.0
Burger King,Crispy Chicken Sandwich,670.0,370.0,41.0,7.0,0.0,60.0,1080.0,54.0,2.0,8.0,23.0,662.0
Burger King,Spicy Crispy Chicken Sandwich,700.0,370.0,42.0,7.0,0.0,65.0,1140.0,57.0,3.0,8.0,25.0,690.0
Burger King,Original Chicken Sandwich,660.0,360.0,40.0,7.0,0.0,75.0,1170.0,48.0,2.0,5.0,28.0,644.0
Burger King,Bacon & Cheese Crispy Chicken Sandwich,800.0,460.0,52.0,13.0,1.0,95.0,1650.0,55.0,2.0,8.0,30.0,791.0
Burger King,BBQ Bacon Crispy Chicken Sandwich,790.0,440.0,49.0,10.0,0.5,80.0,1630.0,60.0,2.0,13.0,28.0,785.0
Burger King,Crispy Chicken Jr.,450.0,270.0,30.0,5.0,0.0,30.0,780.0,34.0,2.0,5.0,12.0,448.0
Burger King,Spicy Crispy Chicken Jr.,390.0,190.0,21.0,3.5,0.0,30.0,740.0,37.0,2.0,6.0,12.0,388.0
Burger King,Chicken Nuggets- 4pc,170.0,100.0,11.0,1.5,0.0,25.0,310.0,11.0,1.0,0.0,8.0,164.0
Burger King,Chicken Nuggets- 6pc,260.0,150.0,16.0,2.5,0.0,35.0,470.0,16.0,1.0,0.0,12.0,251.0
Burger King,Chicken Nuggets- 10pc,430.0,240.0,27.0,4.5,0.0,55.0,780.0,27.0,2.0,0.0,20.0,415.0
Burger King,Chicken Nuggets- 20pc,860.0,490.0,54.0,9.0,0.0,115.0,1570.0,53.0,3.0,1.0,39.0,831.0
Burger King,Spicy Chicken Nuggets- 4pc,210.0,130.0,15.0,3.0,0.0,20.0,570.0,11.0,2.0,0.0,8.0,205.0
Burger King,Spicy Chicken Nuggets- 6pc,320.0,200.0,22.0,4.5,0.0,35.0,850.0,17.0,3.0,0.0,12.0,313.0
Burger King,Spicy Chicken Nuggets- 10 pc,530.0,330.0,37.0,7.0,0.0,55.0,1420.0,28.0,4.0,1.0,20.0,518.0
Burger King,Spicy Chicken Nuggets- 20 pc,1050.0,670.0,74.0,15.0,0.0,110.0,2840.0,56.0,9.0,1.0,40.0,1026.0
Burger King,Chicken Fries – 9 pc.,280.0,150.0,17.0,2.5,0.0,35.0,850.0,20.0,1.0,1.0,13.0,271.0
Burger King,Crispy Taco,170.0,80.0,9.0,3.0,0.0,10.0,410.0,19.0,2.0,1.0,5.0,169.0
Burger King,BIG FISH Sandwich,510.0,250.0,28.0,4.5,0.0,30.0,1180.0,51.0,2.0,7.0,16.0,506.0
Burger King,Garden Chicken Salad with Crispy Chicken – no dressing,440.0,220.0,25.0,7.0,0.0,75.0,930.0,31.0,3.0,4.0,25.0,426.0
Burger King,Club Salad with Crispy Chicken – no dressing,540.0,300.0,33.0,10.0,0.0,95.0,1380.0,31.0,3.0,5.0,31.0,524.0
Burger King,Garden Side Salad – w/o dressing,60.0,35.0,4.0,2.5,0.0,10.0,95.0,3.0,1.0,2.0,4.0,61.0
Burger King,Ken’s Ranch Dressing,260.0,250.0,28.0,4.0,0.0,10.0,240.0,2.0,0.0,2.0,1.0,265.0
Burger King,Ken’s Golden Italian Dressing,160.0,150.0,17.0,2.5,0.0,0.0,380.0,4.0,0.0,3.0,0.0,166.0
Burger King,Ken’s Lite Honey Balsamic Vinaigrette,120.0,70.0,8.0,1.0,0.0,0.0,220.0,14.0,0.0,11.0,0.0,132.0
Burger King,Buttery Garlic Croutons- Packet,60.0,20.0,2.5,0.0,0.0,10.0,180.0,9.0,0.0,1.0,1.0,60.0
Burger King,Onion Rings – value,150.0,70.0,8.0,1.5,0.0,0.0,400.0,19.0,1.0,2.0,1.0,153.0
Burger King,Onion Rings – small,320.0,150.0,16.0,3.0,0.0,0.0,840.0,41.0,3.0,4.0,3.0,324.0
Burger King,Onion Rings – medium,410.0,190.0,21.0,3.5,0.0,0.0,1080.0,53.0,4.0,5.0,4.0,415.0
Burger King,Onion Rings – large,500.0,230.0,25.0,4.5,0.0,0.0,1310.0,64.0,5.0,7.0,5.0,507.0
Burger King,French Fries – value (unsalted),220.0,80.0,9.0,1.5,0.0,0.0,210.0,34.0,3.0,1.0,2.0,221.0
Burger King,French Fries – small,320.0,120.0,13.0,2.0,0.0,0.0,300.0,49.0,5.0,1.0,4.0,319.0
Burger King,French Fries – medium,380.0,140.0,16.0,2.0,0.0,0.0,360.0,58.0,6.0,1.0,4.0,379.0
Burger King,French Fries – large,430.0,160.0,18.0,2.5,0.0,0.0,410.0,66.0,7.0,2.0,5.0,430.0
Burger King,Kids Oatmeal,170.0,30.0,3.0,1.5,0.0,5.0,260.0,32.0,3.0,12.0,4.0,180.0
Burger King,Chicken Nuggets- 4pc,170.0,100.0,11.0,1.5,0.0,25.0,310.0,11.0,1.0,0.0,8.0,164.0
Burger King,Chicken Nuggets- 6pc,260.0,150.0,16.0,2.5,0.0,35.0,470.0,16.0,1.0,0.0,12.0,251.0
